sqlId,NumsOfCountry,NumsOfRegion,Query
29077,2,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}, {'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29080,1,1,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': 27}"
29090,1,3,"{'days': [], 'countries': [{'country_id': 17, 'day': None}], 'regions': [{'region_id': 3, 'day': None}, {'region_id': 104, 'day': None}, {'region_id': 103, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1584, 12882], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29091,1,3,"{'days': [], 'countries': [{'country_id': 17, 'day': None}], 'regions': [{'region_id': 3, 'day': None}, {'region_id': 104, 'day': None}, {'region_id': 103, 'day': None}], 'pois': [], 'regionNotGo': [101], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1584, 12882], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29094,1,1,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}], 'pois': ['96'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': 54}"
29095,1,2,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 56, 'day': None}], 'pois': ['96'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': 54}"
29096,1,6,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 56, 'day': None}, {'region_id': 84, 'day': None}, {'region_id': 59, 'day': None}, {'region_id': 55, 'day': None}, {'region_id': 64, 'day': None}], 'pois': ['96'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': 54}"
29106,1,0,"{'days': [], 'countries': [{'country_id': 23, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [11617, 19314], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29113,2,3,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 1, 'day': None}, {'region_id': 9, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2581, 19324], 'hotelRating': None, 'arrivalRegionId': 91, 'departRegionId': 1}"
29114,2,3,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 1, 'day': None}, {'region_id': 9, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2600, 80000], 'hotelRating': None, 'arrivalRegionId': 91, 'departRegionId': 1}"
29116,2,6,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 17, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 8, 'day': None}, {'region_id': 3, 'day': None}, {'region_id': 104, 'day': None}, {'region_id': 9, 'day': None}, {'region_id': 7, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3325, 21330], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29117,2,5,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 17, 'day': None}], 'regions': [{'region_id': 8, 'day': None}, {'region_id': 3, 'day': None}, {'region_id': 104, 'day': None}, {'region_id': 9, 'day': None}, {'region_id': 7, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3325, 21330], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29119,2,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2581, 19324], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29126,2,6,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 8, 'day': None}, {'region_id': 1, 'day': None}, {'region_id': 9, 'day': None}, {'region_id': 7, 'day': None}, {'region_id': 14, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2787, 20870], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29130,1,6,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 56, 'day': None}, {'region_id': 55, 'day': None}, {'region_id': 64, 'day': None}, {'region_id': 60, 'day': None}, {'region_id': 62, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29141,3,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 17, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29142,3,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 17, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [7326, 28728], 'hotelRating': None, 'arrivalRegionId': 3, 'departRegionId': 1}"
29154,2,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2787, 20870], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29155,2,7,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 8, 'day': None}, {'region_id': 1, 'day': None}, {'region_id': 83, 'day': None}, {'region_id': 9, 'day': None}, {'region_id': 7, 'day': None}, {'region_id': 14, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2787, 20870], 'hotelRating': None, 'arrivalRegionId': 8, 'departRegionId': 1}"
29157,2,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29159,1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [782, 41333], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29160,1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 79, 'day': None}], 'pois': [], 'regionNotGo': [69, 72, 74, 70, 2], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [782, 41333], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 27}"
29164,1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 79, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [782, 41333], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29166,1,2,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 56, 'day': None}, {'region_id': 84, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3053, 34566], 'hotelRating': None, 'arrivalRegionId': 178, 'departRegionId': 84}"
29168,1,4,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 56, 'day': None}, {'region_id': 84, 'day': None}, {'region_id': 59, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29169,1,4,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 56, 'day': None}, {'region_id': 84, 'day': None}, {'region_id': 59, 'day': None}], 'pois': ['108', '10316'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29175,1,1,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [782, 41333], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': 27}"
29178,1,1,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 80, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29179,1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 80, 'day': None}, {'region_id': 72, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29186,1,2,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 56, 'day': None}], 'pois': [], 'regionNotGo': [84, 59], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29193,1,3,"{'days': [], 'countries': [{'country_id': 22, 'day': None}], 'regions': [{'region_id': 18, 'day': None}, {'region_id': 17, 'day': None}, {'region_id': 149, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1873, 14861], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29196,1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 27, 'day': None}], 'pois': ['1731', '2080', '2515'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29197,1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 27, 'day': None}], 'pois': ['2080', '2515'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29200,1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1731', '2080', '2515'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29201,1,4,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 27, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}], 'pois': ['1731', '2080', '2515'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29205,1,4,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 27, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29206,1,4,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 27, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [700, 15300], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29209,2,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29216,1,1,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 56, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29217,1,1,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 56, 'day': None}], 'pois': [], 'regionNotGo': [84], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29218,1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 27, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 2}"
29222,1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29225,1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': ['2309'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29227,1,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1601, 22802], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29229,1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': ['2309', '3885', '8474'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29231,1,3,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 8, 'day': None}, {'region_id': 9, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1601, 22802], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29233,1,3,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 8, 'day': None}, {'region_id': 9, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1601, 22802], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29234,1,2,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 8, 'day': None}, {'region_id': 9, 'day': None}], 'pois': [], 'regionNotGo': [91], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1601, 22802], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29236,1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29242,3,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3053, 34566], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29244,1,2,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': 3}, {'region_id': 59, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': 84, 'departRegionId': None}"
29245,1,2,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': 3}, {'region_id': 59, 'day': None}], 'pois': ['117'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': 84, 'departRegionId': None}"
29246,1,1,"{'days': [], 'countries': [{'country_id': 22, 'day': None}], 'regions': [{'region_id': 56, 'day': None}], 'pois': [], 'regionNotGo': [84], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29248,1,0,"{'days': [], 'countries': [{'country_id': 22, 'day': None}], 'regions': [], 'pois': ['1982'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1873, 14861], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29253,1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29255,1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [782, 41333], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 2}"
29259,1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 79, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29269,1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
29275,2,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29279,2,6,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 8, 'day': None}, {'region_id': 1, 'day': None}, {'region_id': 9, 'day': None}, {'region_id': 7, 'day': None}, {'region_id': 14, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': 8, 'departRegionId': 1}"
29290,1,2,"{'days': [], 'countries': [{'country_id': 17, 'day': None}], 'regions': [{'region_id': 3, 'day': None}, {'region_id': 104, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1584, 12882], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29292,1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 2, 'day': None}, {'region_id': 79, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [782, 41333], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29301,4,0,"{'days': [], 'countries': [{'country_id': 20, 'day': None}, {'country_id': 24, 'day': None}, {'country_id': 30, 'day': None}, {'country_id': 38, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3560, 7907], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': 110}"
29308,3,0,"{'days': [], 'countries': [{'country_id': 20, 'day': None}, {'country_id': 24, 'day': None}, {'country_id': 30, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [4181, 13287], 'hotelRating': None, 'arrivalRegionId': 16, 'departRegionId': 5}"
29310,3,0,"{'days': [], 'countries': [{'country_id': 20, 'day': None}, {'country_id': 24, 'day': None}, {'country_id': 30, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [4181, 13287], 'hotelRating': None, 'arrivalRegionId': 263, 'departRegionId': 5}"
29313,1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1731'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': None}"
29314,1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1731'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
29315,1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 72, 'day': None}, {'region_id': 74, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': 72, 'departRegionId': 27}"
29318,1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': 76, 'departRegionId': 76}"
29320,3,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [6625, 35697], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29326,1,4,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 27, 'day': None}, {'region_id': 2, 'day': None}, {'region_id': 79, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [782, 41333], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29330,2,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2581, 19324], 'hotelRating': None, 'arrivalRegionId': 8, 'departRegionId': 1}"
29335,2,2,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 17, 'day': None}], 'regions': [{'region_id': 54, 'day': 3}, {'region_id': 59, 'day': None}], 'pois': ['117'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': 84, 'departRegionId': None}"
29337,3,0,"{'days': [], 'countries': [{'country_id': 4, 'day': None}, {'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29340,3,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [6625, 35697], 'hotelRating': None, 'arrivalRegionId': 8, 'departRegionId': 1}"
29341,1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 27, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [782, 41333], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
29345,1,0,"{'days': [], 'countries': [{'country_id': 22, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1873, 14861], 'hotelRating': None, 'arrivalRegionId': 18, 'departRegionId': 17}"
29352,1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
29354,1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 35600], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
