NumsOfCountry,NumsOfRegion,Query
4,1,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 19, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [{'region_id': 91, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [12224, 41777], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': 16}"
1,1,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 72, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,1,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 72, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 22, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': 178, 'departRegionId': 178}"
1,0,"{'days': [], 'countries': [{'country_id': 17, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1584, 12882], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,5,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 56, 'day': None}, {'region_id': 55, 'day': None}, {'region_id': 64, 'day': None}, {'region_id': 60, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': 178, 'departRegionId': 178}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 17, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3200, 30900], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 22, 'day': None}], 'regions': [], 'pois': ['704'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': 17, 'departRegionId': 18}"
1,0,"{'days': [], 'countries': [{'country_id': 22, 'day': None}], 'regions': [], 'pois': ['704'], 'regionNotGo': [82], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': 17, 'departRegionId': 18}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2429, 7131], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2429, 7131], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2429, 7131], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2400, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,5,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 55, 'day': None}, {'region_id': 64, 'day': None}, {'region_id': 60, 'day': None}, {'region_id': 62, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2400, 80000], 'hotelRating': None, 'arrivalRegionId': 178, 'departRegionId': 178}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2556, 22558], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
4,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 19, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2249, 6603], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2556, 22558], 'hotelRating': None, 'arrivalRegionId': 15, 'departRegionId': 15}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 2}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 72, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
2,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
2,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [5626, 25934], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
2,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [5626, 25934], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
2,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [5626, 25934], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': 84, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': 84, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [27], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': ['474', '42', '253'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': 84, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': ['253'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': 84, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [782, 41333], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 27}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3198, 36212], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': ['636'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3198, 36212], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': 84, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2357, 21252], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 4200], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 27}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3140, 35554], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 27, 'day': None}, {'region_id': 70, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 2}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [782, 41333], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 2}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 27, 'day': None}, {'region_id': 70, 'day': None}], 'pois': [], 'regionNotGo': [72], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 2}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [27, 72], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}], 'pois': ['1731'], 'regionNotGo': [27, 72], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
1,0,"{'days': [], 'countries': [{'country_id': 17, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 17, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1584, 12882], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,2,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 84, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,2,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 84, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2907, 32920], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 2}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 27}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,4,"{'days': [], 'countries': [{'country_id': 17, 'day': None}], 'regions': [{'region_id': 3, 'day': None}, {'region_id': 104, 'day': None}, {'region_id': 101, 'day': None}, {'region_id': 103, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1584, 12882], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,4,"{'days': [], 'countries': [{'country_id': 17, 'day': None}], 'regions': [{'region_id': 3, 'day': None}, {'region_id': 104, 'day': None}, {'region_id': 101, 'day': None}, {'region_id': 103, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1584, 12882], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,1,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [724, 38271], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
